#   COLUMN 1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20                       21
#   TIMESTEP                     TIME                  Mass H1                 Mass He3                 Mass He4                 Mass C12                 Mass N14                 Mass O16                Mass Ne20                Mass Mg24                Mass Si28                 Mass S32                Mass Ar36                Mass Ca40                Mass Ti44                Mass Cr48                Mass Fe52                Mass Fe54                Mass Ni56                   Mass n                   Mass p
          92       0.0000000250350555   4.7976325472355919e-33   5.5914674911459214e-33   3.5795000930233511e-25   3.3942079029945554e-23   6.0988524857901606e-33   6.1276436428212880e-24   2.8426056818484491e-25   3.1969612283236769e-25   6.8557245541749350e-24   4.2008748525652098e-24   2.4330834653609739e-24   1.1355576780513518e-24   2.7692737379165800e-26   4.4946931174916131e-27   5.4926318405137514e-28   6.0049423741134701e-29   5.8332372356586623e-33   6.3062090576444919e-32   2.2869075829478959e-30
          93       0.0000000252783143   4.7901496931428196e-33   5.5925548122091144e-33   3.5676166923004074e-25   3.3899657762437497e-23   6.1102462761595461e-33   6.1427147961231032e-24   2.8207223273465325e-25   3.1691584669616200e-25   6.8740094088587119e-24   4.2149709128836217e-24   2.4395390866020640e-24   1.1413261489875014e-24   2.7796922175247830e-26   4.5317983913967126e-27   5.6233005618271549e-28   6.6603479033340021e-29   6.2375018466894666e-33   6.4479867464334101e-32   2.5310681067220601e-30
          94       0.0000000255256918   4.7825556997144365e-33   5.5936605670702601e-33   3.5562887352749497e-25   3.3856669411500715e-23   6.1221141510363348e-33   6.1580945355056016e-24   2.7985050798234676e-25   3.1422680784308629e-25   6.8926004297057716e-24   4.2291007099091979e-24   2.4459331227669912e-24   1.1471516533230728e-24   2.7899505134996048e-26   4.5700231202847897e-27   5.7599266935916412e-28   7.3422969524254307e-29   6.6942692107926792e-33   6.5385125266801539e-32   2.7845470439889406e-30
          95       0.0000000257772717   4.7748555762989203e-33   5.5947851240411079e-33   3.5455019767454807e-25   3.3813059737094325e-23   6.1343723365555199e-33   6.1737645876331988e-24   2.7763281647129902e-25   3.1162229718413374e-25   6.9115312770560729e-24   4.2432815963886666e-24   2.4522631971405859e-24   1.1530328904861464e-24   2.8000273441425699e-26   4.6093660779937266e-27   5.9025037565126488e-28   8.0485721060544755e-29   7.2043387452234152e-33   6.5811491730957437e-32   3.0465567575431295e-30
          96       0.0000000260327783   4.7670475012583739e-33   5.5959272446906095e-33   3.5352165545730579e-25   3.3768895962266263e-23   6.1470556551001019e-33   6.1897056543928961e-24   2.7538595853165986e-25   3.0910021060464130e-25   6.9308102610947190e-24   4.2575069869744530e-24   2.4585167385024423e-24   1.1589597904906578e-24   2.8098833479855769e-26   4.6497678448139143e-27   6.0508996332042757e-28   8.7775459513812625e-29   7.7638200476513221e-33   6.5822244109054755e-32   3.3165577791878855e-30
          97       0.0000000262915440   4.7591364078164696e-33   5.5970839388257097e-33   3.5255364082544606e-25   3.3724222255464412e-23   6.1602137369828921e-33   6.2058528858292664e-24   2.7319655045736012e-25   3.0664976484183446e-25   6.9504071904877277e-24   4.2717506810394077e-24   2.4646732364323868e-24   1.1649135116729694e-24   2.8194687227229372e-26   4.6910993914727607e-27   6.2046940555061108e-28   9.5260677145327349e-29   8.3718112241685099e-33   6.5475010235442746e-32   3.5934407835855929e-30
          98       0.0000000265540470   4.7511186822567828e-33   5.5982573381682803e-33   3.5164134930264807e-25   3.3678955199893375e-23   6.1737683829395355e-33   6.2222247618479542e-24   2.7105509535129335e-25   3.0426541939583798e-25   6.9703798186090816e-24   4.2860474187213747e-24   2.4707395671287409e-24   1.1709016007845347e-24   2.8287758116235758e-26   4.7334129787456114e-27   6.3641338195544861e-28   1.0293990794175645e-28   9.0267627922399445e-33   6.4821799753033427e-32   3.8772034835071682e-30
          99       0.0000000268205565   4.7429934373323494e-33   5.5994486400096657e-33   3.5077701809882323e-25   3.3633071825861222e-23   6.1876621201577255e-33   6.2388209058827966e-24   2.6894931253130722e-25   3.0193698300517451e-25   6.9907691857652764e-24   4.3004186189048872e-24   2.4767171765546187e-24   1.1769263487243720e-24   2.8377860575699944e-26   4.7767237262202179e-27   6.5293990069794649e-28   1.1081139716452777e-28   9.7262165644823746e-33   6.3916663616433150e-32   4.1678349395433051e-30
         100       0.0000000270905961   4.7347371040125169e-33   5.6006557088423560e-33   3.4995964335558803e-25   3.3586646885471018e-23   6.2021217172750069e-33   6.2555897830418687e-24   2.6690338878992946e-25   2.9966985290214366e-25   7.0115514811282876e-24   4.3148440846026675e-24   2.4825913173319439e-24   1.1829732291297720e-24   2.8464595439710691e-26   4.8209206091156770e-27   6.7001976256035415e-28   1.1884773463431048e-28   1.0468591229929128e-32   6.2808691326429755e-32   4.4643690494496890e-30
         101       0.0000000273641387   4.7263911612987077e-33   5.6018784182593167e-33   3.4919432837456148e-25   3.3539656897055635e-23   6.2168471011301133e-33   6.2725283807572851e-24   2.6493002582364935e-25   2.9745765704864727e-25   7.0327461809854189e-24   4.3293271405029106e-24   2.4883577477345502e-24   1.1890377667870200e-24   2.8547740276790208e-26   4.8659584242059702e-27   6.8765479992094704e-28   1.2704121100665885e-28   1.1249589555246448e-32   6.1554490587547727e-32   4.7665768896596064e-30
         102       0.0000000276413348   4.7179404378059494e-33   5.6031174349051216e-33   3.4848239671233172e-25   3.3492067649759049e-23   6.2319077358581361e-33   6.2896343876841697e-24   2.6304467641816834e-25   2.9529600488227572e-25   7.0543715164238717e-24   4.3438807548860183e-24   2.4940172090493447e-24   1.1951192421603324e-24   2.8627170262811632e-26   4.9118117137541548e-27   7.0586085728212937e-28   1.3539695418731551e-28   1.2067939130207633e-32   6.0210377978675128e-32   5.0747046991607691e-30
         103       0.0000000279219012   4.7093952689833863e-33   5.6043714887702976e-33   3.4782057818828993e-25   3.3443933026203532e-23   6.2472527108747589e-33   6.3068905200252889e-24   2.6121311083090298e-25   2.9320397443560555e-25   7.0764266808849845e-24   4.3584933980937225e-24   2.4995614891417241e-24   1.2012072690642917e-24   2.8702649405919209e-26   4.9583813974162881e-27   7.2463301475763693e-28   1.4391586880874912e-28   1.2916462359135548e-32   5.8833163740687170e-32   5.3888427931492120e-30
         104       0.0000000282057520   4.7007351706110569e-33   5.6056401905235672e-33   3.4719174615945350e-25   3.3395344618268467e-23   6.2630247568861470e-33   6.3242883946295385e-24   2.5935799635440183e-25   2.9116618112065208e-25   7.0989406771920573e-24   4.3731666723009020e-24   2.5049886938414528e-24   1.2072959530721777e-24   2.8774072643165083e-26   5.0055933911083050e-27   7.4398005697113104e-28   1.5260677045834752e-28   1.3794178671942971e-32   5.7462900401604112e-32   5.7093577274038524e-30
         105       0.0000000284926895   4.6920586102019317e-33   5.6069226524873013e-33   3.4661346122472719e-25   3.3346278937725422e-23   6.2785751185013700e-33   6.3418018885480440e-24   2.5758007631762428e-25   2.8914306446378853e-25   7.1218901891532160e-24   4.3878963181356318e-24   2.5102963980775428e-24   1.2133771771884487e-24   2.8841373940361136e-26   5.0533440178060634e-27   7.6389742154499165e-28   1.6147603089085459e-28   1.4701332918510836e-32   5.6136533457490706e-32   6.0365224383714578e-30
         106       0.0000000287823996   4.6832638130772736e-33   5.6082174673338901e-33   3.4606801004670018e-25   3.3296899244343807e-23   6.2946577605297060e-33   6.3594056443607086e-24   2.5578162445964698e-25   2.8715364733961552e-25   7.1452475244563385e-24   4.4026687050306386e-24   2.5154804463133841e-24   1.2194405682758696e-24   2.8904520247867170e-26   5.1015046473494542e-27   7.8437028144290925e-28   1.7053096925669342e-28   1.5639465642983123e-32   5.4887057297989038e-32   6.3706410001404347e-30
         107       0.0000000290748074   4.6744057591631131e-33   5.6095242968443360e-33   3.4557499602938277e-25   3.3247103607160800e-23   6.3108969542876563e-33   6.3770734839618908e-24   2.5409252987762203e-25   2.8518813997426425e-25   7.1690033349166133e-24   4.4174824869817276e-24   2.5205415605716928e-24   1.2254810420126630e-24   2.8963572399784865e-26   5.1499884018863388e-27   8.0540206675555995e-28   1.7978722062916053e-28   1.6613041697100419e-32   5.3735474174754375e-32   6.7123134917642326e-30
         108       0.0000000293695121   4.6654474162401454e-33   5.6108413476351216e-33   3.4511937702986967e-25   3.3197069841417699e-23   6.3276131637394220e-33   6.3947784059912749e-24   2.5242150415997621e-25   2.8325382328645449e-25   7.1931230516371477e-24   4.4323182770147311e-24   2.5254751557644131e-24   1.2314869598401601e-24   2.9018550684512822e-26   5.1986546936841037e-27   8.2697315318821360e-28   1.8925510007692450e-28   1.7615614363825544e-32   5.2704696834494823e-32   7.0619448656384096e-30
         109       0.0000000296661872   4.6564699627487188e-33   5.6121671575295372e-33   3.4470293653937002e-25   3.3146874301727121e-23   6.3442900740144186e-33   6.4124945017667171e-24   2.5077502451090467e-25   2.8133144213451311e-25   7.2175779832132054e-24   4.4471617214277075e-24   2.5302793856941845e-24   1.2374486596460616e-24   2.9069569760909239e-26   5.2473724639724129e-27   8.4906514387055338e-28   1.9894983458691254e-28   1.8645233533988761e-32   5.1812446060164148e-32   7.4201168050804620e-30
         110       0.0000000299650227   4.6474637975348519e-33   5.6135025747581982e-33   3.4433616240795466e-25   3.3096430997182486e-23   6.3609635438646235e-33   6.4302159928445110e-24   2.4922177646347167e-25   2.7942561792903099e-25   7.2423664356879830e-24   4.4620221677042542e-24   2.5349620334152144e-24   1.2433671886385688e-24   2.9116926471070951e-26   5.2960942888705595e-27   8.7169040363523142e-28   2.0889782320741684e-28   1.9714087445608338e-32   5.1065502205201023e-32   7.7878138329409916e-30
         111       0.0000000302655937   4.6383930430679204e-33   5.6148457007345673e-33   3.4399553075877873e-25   3.3045987275257494e-23   6.3779623612782896e-33   6.4478990335802437e-24   2.4765945827795451e-25   2.7753017244740581e-25   7.2674340015192647e-24   4.4768757753070700e-24   2.5395212498430993e-24   1.2492314173311244e-24   2.9160857808046694e-26   5.3446742830892814e-27   8.9481274100931969e-28   2.1910819946772247e-28   2.0822745570039345e-32   5.0474158820822637e-32   8.1653845217059227e-30
         112       0.0000000305680791   4.6292750977574070e-33   5.6161973352861882e-33   3.4369683993292913e-25   3.2995449034593929e-23   6.3951441818456643e-33   6.4655317652801251e-24   2.4618765358396565e-25   2.7564003156424525e-25   7.2927713454996206e-24   4.4917259452388742e-24   2.5439654860492557e-24   1.2550423775691023e-24   2.9201756476416434e-26   5.3930680418927619e-27   9.1843685634212196e-28   2.2960815809994416e-28   2.1978760465728089e-32   5.0041041270663013e-32   8.5538387090090211e-30
         113       0.0000000308723015   4.6201267280928954e-33   5.6175566867545548e-33   3.4344300158776540e-25   3.2944850319358577e-23   6.4124161094619662e-33   6.4830925505889173e-24   2.4481576862374806e-25   2.7377048867154705e-25   7.3183506608327197e-24   4.5065547311008298e-24   2.5482978537017486e-24   1.2607941998224426e-24   2.9240020929891655e-26   5.4411770273840551e-27   9.4253440334099446e-28   2.4040789337319615e-28   2.3182291491066248e-32   4.9766428808567751e-32   8.9535542396570839e-30
         114       0.0000000311777799   4.6109481543893199e-33   5.6189216080527691e-33   3.4323537725757983e-25   3.2894282798040806e-23   6.4298522243923379e-33   6.5005298722561729e-24   2.4356965596119920e-25   2.7193601754414984e-25   7.3441163158004206e-24   4.5213253686918956e-24   2.5525179963905307e-24   1.2664753358388156e-24   2.9276048172470647e-26   5.4888586110310890e-27   9.6704972651781666e-28   2.5150699558768810e-28   2.4427268310821151e-32   4.9654158451035242e-32   9.3645197766833150e-30
         115       0.0000000314847180   4.6017435004391238e-33   5.6202930126050284e-33   3.4307055864957347e-25   3.2843770909345106e-23   6.4473917569696963e-33   6.5178520051597712e-24   2.4240291938103403e-25   2.7013736285908129e-25   7.3700901557331787e-24   4.5360302916593406e-24   2.5566360942183689e-24   1.2720865946302933e-24   2.9310365894844685e-26   5.5360773494944278e-27   9.9197830092917245e-28   2.6292745040255379e-28   2.5717453481455178e-32   4.9707743302944580e-32   9.7875531168279473e-30
         116       0.0000000317924872   4.5925263940988050e-33   5.6216680903340778e-33   3.4298071120552317e-25   3.2793406873555035e-23   6.4650295016700394e-33   6.5349881078525065e-24   2.4136184277551454e-25   2.6839014379019250e-25   7.3963002271522164e-24   4.5505478678261980e-24   2.5606215963285850e-24   1.2776074556086746e-24   2.9343344567919514e-26   5.5826461958328146e-27   1.0172467474398453e-27   2.7466549563164047e-28   2.7041669988566747e-32   4.9944834463143119e-32   1.0222532571070499e-29
         117       0.0000000321013904   4.5832955726013348e-33   5.6230481821567730e-33   3.4302025131009917e-25   3.2743213150610854e-23   6.4826883476945264e-33   6.5519034132447070e-24   2.4038976561836876e-25   2.6668260732049396e-25   7.4230013036993918e-24   4.5646468750905928e-24   2.5644963277253160e-24   1.2830322487821945e-24   2.9375613464121348e-26   5.6285363336400755e-27   1.0428488256521509e-27   2.8675556747045466e-28   2.8392999830291656e-32   5.0393391581795386e-32   1.0670761513657448e-29
         118       0.0000000324110771   4.5740609133556960e-33   5.6244317182310410e-33   3.4314241756383317e-25   3.2693200955126754e-23   6.5002443485485430e-33   6.5688031076235561e-24   2.3918911164625575e-25   2.6484031715418041e-25   7.4499863648837213e-24   4.5786338324835175e-24   2.5684251024132780e-24   1.2883825219728301e-24   2.9407441396440234e-26   5.6738038538679956e-27   1.0687379615324659e-27   2.9919691794470684e-28   2.9760651911750140e-32   5.1044200445249475e-32   1.1132203027683700e-29
         119       0.0000000327212366   4.5648400425322179e-33   5.6258173383856508e-33   3.4305017679536762e-25   3.2644639892304591e-23   6.5176045627728761e-33   6.5854833722758236e-24   2.3742669008368021e-25   2.6241921708586711e-25   7.4766475695037770e-24   4.5930650743985106e-24   2.5724284977746376e-24   1.2936832438656481e-24   2.9438908686496453e-26   5.7184835533108904e-27   1.0948917337277424e-27   3.1197942289532712e-28   3.1146055298535212e-32   5.1846389295091100e-32   1.1606431272589397e-29
         120       0.0000000330323269   4.5556459370943800e-33   5.6272071340226256e-33   3.4280524963560334e-25   3.2597120642655041e-23   6.5350348043046071e-33   6.6007785776910693e-24   2.3752092682452357e-25   2.6003855583776983e-25   7.5016252689677982e-24   4.6078477843248605e-24   2.5764376036210983e-24   1.2989519995019310e-24   2.9470383438003426e-26   5.7626644395942344e-27   1.1213643739245637e-27   3.2512687893441430e-28   3.2546671535597534e-32   5.2759226968544902e-32   1.2094286873136472e-29
         121       0.0000000333373983   4.5466622554190469e-33   5.6285700798817803e-33   3.4259655372479120e-25   3.2550868343373977e-23   6.5524045158917850e-33   6.6147450158843285e-24   2.3912958653650297e-25   2.5855129783316618e-25   7.5245536151998724e-24   4.6223407987823054e-24   2.5802807770606821e-24   1.3040670524711970e-24   2.9501354160827494e-26   5.8053891618215399e-27   1.1475814137282375e-27   3.3835215274555434e-28   3.3923256327651995e-32   5.3746973138310244e-32   1.2585099522915430e-29
         122       0.0000000336295789   4.5380743423655166e-33   5.6298754788411960e-33   3.4250831524252387e-25   3.2506403913382689e-23   6.5693193017616668e-33   6.6277014043998885e-24   2.4139838141798458e-25   2.5797129909446199e-25   7.5457564415151788e-24   4.6360729303343848e-24   2.5838301318682694e-24   1.3089046668627687e-24   2.9531152068534713e-26   5.8457225964196124e-27   1.1729476945415117e-27   3.5134481195891149e-28   3.5232539374596843e-32   5.4777447050487303e-32   1.3067339547174150e-29
         123       0.0000000339248485   4.5294103321916504e-33   5.6311947279878881e-33   3.4248367019179712e-25   3.2461478225568986e-23   6.5866071885665034e-33   6.6407274391801945e-24   2.4366570284443009e-25   2.5798370779655849e-25   7.5669571383018276e-24   4.6497944481331746e-24   2.5872910986734135e-24   1.3137221379494534e-24   2.9561441389925016e-26   5.8858582240718105e-27   1.1988497565141623e-27   3.6482150475716705e-28   3.6561520296837080e-32   5.5906844192535767e-32   1.3567605663942372e-29
         124       0.0000000342211393   4.5207329638293134e-33   5.6325185932656189e-33   3.4252774711855640e-25   3.2416357985882222e-23   6.6040993453079411e-33   6.6538461353554364e-24   2.4581545730377332e-25   2.5837082355883469e-25   7.5882388680955406e-24   4.6634206360843720e-24   2.5906509006736675e-24   1.3184777397569779e-24   2.9592086278297744e-26   5.9254652675274090e-27   1.2251160530502544e-27   3.7871556307850878e-28   3.7906393526677127e-32   5.7136641130860959e-32   1.4083430162664185e-29
         125       0.0000000345211724   4.5119838952479239e-33   5.6338592362801066e-33   3.4263345907652161e-25   3.2370636148338795e-23   6.6217726526782591e-33   6.6672174303654954e-24   2.4781923213002606e-25   2.5899015529905998e-25   7.6099332736200346e-24   4.6770884431753675e-24   2.5939535608690119e-24   1.3232087897704954e-24   2.9623481625259164e-26   5.9648555731621128e-27   1.2519913018699472e-27   3.9318247393435410e-28   3.9285659625515647e-32   5.8486308262413085e-32   1.4620591291471917e-29
         126       0.0000000348245788   4.5031496416632988e-33   5.6352150121598953e-33   3.4278164180297685e-25   3.2324438746284781e-23   6.6397569446908482e-33   6.6808109349824529e-24   2.4964605519599724e-25   2.5976023223363981e-25   7.6320754086023523e-24   4.6907858359059749e-24   2.5972068878159140e-24   1.3279034153206367e-24   2.9655679480909280e-26   6.0039238889173054e-27   1.2794444610179309e-27   4.0823785415409595e-28   4.0696915997310396e-32   5.9968810822494038e-32   1.5179680416752202e-29
         127       0.0000000351310335   4.4942372686680684e-33   5.6365844709442729e-33   3.4298839964913128e-25   3.2277671818605406e-23   6.6580384671889968e-33   6.6945859515479089e-24   2.5144693276002111e-25   2.6064845934343886e-25   7.6546719573575146e-24   4.7044951281146038e-24   2.6004173887195997e-24   1.3325512726918768e-24   2.9688718926452313e-26   6.0425746658166779e-27   1.3074435999420306e-27   4.2389743302090215e-28   4.2140188019210771e-32   6.1594576085257067e-32   1.5761290531877421e-29
         128       0.0000000354400152   4.4852528803728755e-33   5.6379652870104413e-33   3.4324724075241147e-25   3.2230412149512654e-23   6.6766374188870014e-33   6.7085137591092956e-24   2.5321187055775912e-25   2.6164023670133094e-25   7.6777187480040943e-24   4.7181887138711914e-24   2.6035886177920959e-24   1.3371396670800057e-24   2.9722588752028866e-26   6.0806931416863697e-27   1.3359355585016688e-27   4.4016215485837631e-28   4.3630569610781904e-32   6.3368293450204796e-32   1.6365461301285518e-29
         129       0.0000000357517543   4.4762148139528074e-33   5.6393584925164260e-33   3.4355443895344482e-25   3.2182608241126072e-23   6.6953661446714738e-33   6.7226262349908074e-24   2.5489582756098230e-25   2.6272746293349080e-25   7.7012827145031577e-24   4.7318770612316733e-24   2.6067317259662964e-24   1.3416671452483211e-24   2.9757316803317134e-26   6.1182548410235765e-27   1.3649325126326015e-27   4.5707128726984298e-28   4.5169830482178720e-32   6.5302484280614471e-32   1.6993659601977629e-29
         130       0.0000000360661924   4.4671227395795705e-33   5.6407638278209714e-33   3.4391041563884013e-25   3.2134234897766289e-23   6.7142198269670177e-33   6.7369337442436955e-24   2.5649680308718757e-25   2.6388229234281762e-25   7.7253997916146386e-24   4.7455625543113360e-24   2.6098559687244012e-24   1.3461277652864520e-24   2.9792865948595492e-26   6.1551931808537775e-27   1.3944198864578291e-27   4.7465266389904521e-28   4.6773672287989966e-32   6.7416034745566434e-32   1.7646935195827974e-29
         131       0.0000000363816017   4.4579854949007735e-33   5.6421735727109995e-33   3.4431231595288246e-25   3.2085526849061265e-23   6.7333657520029296e-33   6.7513704525795976e-24   2.5800238546165701e-25   2.6507523375458296e-25   7.7499673309009877e-24   4.7591791800491965e-24   2.6129552949328649e-24   1.3504929031358523e-24   2.9828971681966877e-26   6.1912468861428201e-27   1.4242260525400551e-27   4.9284086283980622e-28   4.8435775063045415e-32   6.9723377409522649e-32   1.8322879482134754e-29
         132       0.0000000366974007   4.4488770478775164e-33   5.6435851276552940e-33   3.4475596485366142e-25   3.2036555486645552e-23   6.7523442072778791e-33   6.7659327839064345e-24   2.5937323629301669e-25   2.6629281209179504e-25   7.7749643283453125e-24   4.7727144067890032e-24   2.6160362806405793e-24   1.3547521009654973e-24   2.9865492389206780e-26   6.2262955458530011e-27   1.4542844364902376e-27   5.1163703008529068e-28   5.0157166758142675e-32   7.2257892266060456e-32   1.9021568285182763e-29
         133       0.0000000370135937   4.4397683228895355e-33   5.6449985114110225e-33   3.4523694306841347e-25   3.1987305985271360e-23   6.7713379951103623e-33   6.7806342046612053e-24   2.6059233510733369e-25   2.6751459698719598e-25   7.8004089305577177e-24   4.7861819298794856e-24   2.6191115211567666e-24   1.3589044506419988e-24   2.9902353730886315e-26   6.2602901408220065e-27   1.4845786076394038e-27   5.3108118412169224e-28   5.1933774215527015e-32   7.5065659301237035e-32   1.9744529851112636e-29
         134       0.0000000373301578   4.4306557250672700e-33   5.6464136206589013e-33   3.4574747341420872e-25   3.1937796502216993e-23   6.7903675190304201e-33   6.7954725467663007e-24   2.6165028136187016e-25   2.6871728048363838e-25   7.8263033630131313e-24   4.7995936761344645e-24   2.6221909035771065e-24   1.3629495098828031e-24   2.9939411688281221e-26   6.2931803571849908e-27   1.5150875871041372e-27   5.5122705466341099e-28   5.3763480105112052e-32   7.8211263739436882e-32   2.0493818754574598e-29
         135       0.0000000376471317   4.4215299857423716e-33   5.6478306261951045e-33   3.4629048582445720e-25   3.1887986640089644e-23   6.8094791370575848e-33   6.8104558096960813e-24   2.6256757535981410e-25   2.6988418701199138e-25   7.8526530349642311e-24   4.8129628258536218e-24   2.6252821570135670e-24   1.3668885233056447e-24   2.9976524263642296e-26   6.3249244799079838e-27   1.5457873309026396e-27   5.7214627553540957e-28   5.5639378380397722e-32   8.1772190298380394e-32   2.1272165584906467e-29
         136       0.0000000379647012   4.4124330366957044e-33   5.6492503567331923e-33   3.4686072523105476e-25   3.1837859877227403e-23   6.8283410328831606e-33   6.8255973049167949e-24   2.6332523670124255e-25   2.7100598456003055e-25   7.8794721779820321e-24   4.8263076962525810e-24   2.6283933646751712e-24   1.3707262426014409e-24   3.0013634608739559e-26   6.3555151319440898e-27   1.5766531885198673e-27   5.9392117189225435e-28   5.7554600461021655e-32   8.5791197819929204e-32   2.2082662180717797e-29
         137       0.0000000382825642   4.4033061788654741e-33   5.6506714594917421e-33   3.4744743285677071e-25   3.1787519005233369e-23   6.8474040911556762e-33   6.8408811383365541e-24   2.6388951790683050e-25   2.7206030187445628e-25   7.9067287829556508e-24   4.8396245788299777e-24   2.6315254644937000e-24   1.3744635311120006e-24   3.0050736715668004e-26   6.3849433577460341e-27   1.6076018297986409e-27   6.1656486532445490e-28   5.9518581448295533e-32   9.0193079585773693e-32   2.2925719320175970e-29
         138       0.0000000386007635   4.3941936183148302e-33   5.6520941215550575e-33   3.4806333914193835e-25   3.1736863984589361e-23   6.8663335608495184e-33   6.8563108330504603e-24   2.6433348766173630e-25   2.7304368224598208e-25   7.9344219582740768e-24   4.8529213366875176e-24   2.6346802190497752e-24   1.3781076068212570e-24   3.0088022425974382e-26   6.4132998731293877e-27   1.6385769915315041e-27   6.4004830406079148e-28   6.1529219547422453e-32   9.4778669369241952e-32   2.3800061845520176e-29
         139       0.0000000389192528   4.3851104827610666e-33   5.6535181332859461e-33   3.4869703898710283e-25   3.1685955307087517e-23   6.8850207093946543e-33   6.8718839200656251e-24   2.6461115864647409e-25   2.7395300743573045e-25   7.9625428908037920e-24   4.8662002248021950e-24   2.6378573966963966e-24   1.3816654960310231e-24   3.0125617795256420e-26   6.4407112103218538e-27   1.6695207476579717e-27   6.6429853081762447e-28   6.3582004441446981e-32   9.9341695252596723e-32   2.4702781363222663e-29
         140       0.0000000392380029   4.3759640798084017e-33   5.6549433600560618e-33   3.4933386479806181e-25   3.1634908029299868e-23   6.9041235953959382e-33   6.8875868449375051e-24   2.6467334772442840e-25   2.7475974149200283e-25   7.9910755837384566e-24   4.8794659888582122e-24   2.6410537847508710e-24   1.3851414302621326e-24   3.0163262878961650e-26   6.4672645346561625e-27   1.7004006510487903e-27   6.8928187428618030e-28   6.5656333605322520e-32   1.0383017289874859e-31   2.5632578803442936e-29
         141       0.0000000395569626   4.3668787538154458e-33   5.6563695688222030e-33   3.4999189936262232e-25   3.1583644228496193e-23   6.9227699019668120e-33   6.9034178328568472e-24   2.6459609077781915e-25   2.7545974288218804e-25   8.0200076577381458e-24   4.8927259946678796e-24   2.6442629646306467e-24   1.3885347621085330e-24   3.0200349791148202e-26   6.4929612950826199e-27   1.7312147972596183e-27   7.1503521790679390e-28   6.7734138923657638e-32   1.0835688186670197e-31   2.6590932999092317e-29
         142       0.0000000398760997   4.3577974815687751e-33   5.6577966133310733e-33   3.5065884402164187e-25   3.1532317163041115e-23   6.9413785489913520e-33   6.9193609662236078e-24   2.6429913260249990e-25   2.7604298366882827e-25   8.0493151896770050e-24   4.9060018335470584e-24   2.6474668643188498e-24   1.3918316229753520e-24   3.0234701331199695e-26   6.5176282023166008e-27   1.7620326528567149e-27   7.4185166766378702e-28   6.9454874652928786e-32   1.1365599056896596e-31   2.7589433895786122e-29
         143       0.0000000401953133   4.3486590524188835e-33   5.6592240408226859e-33   3.5136362126426822e-25   3.1480870356979144e-23   6.9603942048145604e-33   6.9353937207735242e-24   2.6388233844995446e-25   2.7650343113735482e-25   8.0789820551395299e-24   4.9193361031956551e-24   2.6506392973363199e-24   1.3949876618953117e-24   3.0261476260380943e-26   6.5403700494564379e-27   1.7929721265959353e-27   7.7094061536472567e-28   6.9419382871721576e-32   1.2165348124269645e-31   2.8674799764944809e-29
         144       0.0000000405145491   4.3396241154666402e-33   5.6606516080352648e-33   3.5210993663397927e-25   3.1429379813003661e-23   6.9787072591353378e-33   6.9515003242927551e-24   2.6331809983686198e-25   2.7684256362441913e-25   8.1089991313030890e-24   4.9327454110600511e-24   2.6537737982598943e-24   1.3979621491067166e-24   3.0280048666940316e-26   6.5597603015927805e-27   1.8238784015782990e-27   8.0384776038963305e-28   6.7000318785601157e-32   1.3281446640996429e-31   2.9904743844281764e-29
         145       0.0000000408337694   4.3305338348446378e-33   5.6620791423296014e-33   3.5292001114082675e-25   3.1377871522942412e-23   6.9974496020602073e-33   6.9676518632317283e-24   2.6264365686583239e-25   2.7705850126228569e-25   8.1393961914962087e-24   4.9462002818109613e-24   2.6568395299888113e-24   1.4007264723417129e-24   3.0294203572952855e-26   6.5747503619712189e-27   1.8540712201106138e-27   8.4123075885864052e-28   6.4259253183517255e-32   1.4693755828154565e-31   3.1303422380090656e-29
         146       0.0000000411477141   4.3216202444668875e-33   5.6634831131741339e-33   3.5379524438948917e-25   3.1327234930940149e-23   7.0157315143591796e-33   6.9835594927367789e-24   2.6186011938222466e-25   2.7716295016783088e-25   8.1697455625203778e-24   4.9593772011687619e-24   2.6597789352635045e-24   1.4032276000082623e-24   3.0310459015278491e-26   6.5848921872949720e-27   1.8821612165199023e-27   8.8195530690311159e-28   6.4431465614107318e-32   1.6331341590224590e-31   3.2828114777927942e-29
         147       0.0000000414572424   4.3128669930219317e-33   5.6648673557348543e-33   3.5471088002303587e-25   3.1277320161807012e-23   7.0335476584213149e-33   6.9992505115097824e-24   2.6101466855223747e-25   2.7715893392283859e-25   8.2000336074440062e-24   4.9722455709950631e-24   2.6626891794747035e-24   1.4055448533115190e-24   3.0332840906269009e-26   6.5920665974029771e-27   1.9084223513357012e-27   9.2454290462914997e-28   6.7996652766137472e-32   1.7800477821459954e-31   3.4420124521262321e-29
         148       0.0000000417589735   4.3043213317778114e-33   5.6662167484472324e-33   3.5561407479121212e-25   3.1228771942159532e-23   7.0510484496028707e-33   7.0145392361331883e-24   2.6008206813601462e-25   2.7704514644250549e-25   8.2297841050119719e-24   4.9847189357730062e-24   2.6655799898341738e-24   1.4076987422206227e-24   3.0357459284214164e-26   6.5972746438722219e-27   1.9327557065337929e-27   9.6831795905077181e-28   7.1694542663365495e-32   1.9180502818518345e-31   3.6055223031197516e-29
